City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max_Temp,Cloudiness ,Wind_Speed
Tiznit Province,29.5833,-9.5,0,72,0,0,MA,1634949265,61.54,0.0,1.43
Mangan,27.5167,88.5333,0,87,0,0,IN,1634949265,67.78,99.0,0.78
High Level,58.5169,-117.136,0,61,0,0,CA,1634949265,44.71,75.0,10.36
Mount Gambier,-37.8333,140.7667,0,72,0,0,AU,1634949101,57.11,40.0,8.05
Sorong,-0.8833,131.25,0,65,0,0,ID,1634949266,82.98,60.0,4.05
Gizo Government Station,-8.103,156.8419,0,71,0,0,SB,1634948692,83.34,67.0,5.37
Takoradze,4.8845,-1.7554,0,88,0,0,GH,1634949266,76.93,100.0,6.06
Ligayan,4.6533,119.4706,0,80,0,0,PH,1634949266,80.1,100.0,7.0
Brovary,50.5,30.7667,0,66,0,0,UA,1634949267,51.89,5.0,9.98
Velsk,61.0701,42.0983,0,91,0,0,RU,1634949267,38.79,100.0,12.5
Kashan,33.9831,51.4364,0,35,0,0,IR,1634949267,55.89,0.0,0.65
Cap-aux-Meules,47.3821,-61.8597,0,94,0,0,CA,1634949268,59.05,75.0,8.05
Baoro,5.6667,15.9667,0,96,0,0,CF,1634949268,66.65,45.0,2.04
Vila Franca do Campo,37.7167,-25.4333,0,83,0,0,PT,1634948729,70.21,87.0,6.04
St. George's,12.0564,-61.7485,0,83,0,0,GD,1634949268,82.08,40.0,16.11
Henties Bay,-22.116,14.2845,0,88,0,0,NA,1634948748,56.12,0.0,2.15
Virginia Beach,36.8529,-75.978,0,92,0,0,US,1634949236,68.02,89.0,7.52
Healdsburg,38.6105,-122.8692,0,71,0,0,US,1634949269,64.36,40.0,7.0
Baykit,61.67,96.37,0,80,0,0,RU,1634948730,35.1,99.0,11.68
Strelka,58.0728,93.0344,0,69,0,0,RU,1634949269,36.84,100.0,11.1
Bachaquero,9.9694,-71.1494,0,78,0,0,VE,1634949269,80.87,19.0,6.33
Paducah,37.0834,-88.6001,0,79,0,0,US,1634949270,55.62,1.0,0.0
San Juan,-31.5375,-68.5364,0,33,0,0,AR,1634948684,68.14,0.0,18.68
Soma,39.1855,27.6094,0,67,0,0,TR,1634949270,47.61,0.0,0.81
Crotone,39.0851,17.1178,0,100,0,0,IT,1634949270,67.95,0.0,11.5
Darhan,49.4867,105.9228,0,47,0,0,MN,1634949271,36.09,0.0,3.89
Lichinga,-13.3128,35.2406,0,82,0,0,MZ,1634949271,62.69,0.0,6.91
Edd,13.9297,41.6925,0,72,0,0,ER,1634949271,84.11,4.0,5.12
Rafai,4.95,23.9167,0,95,0,0,CF,1634949272,68.31,78.0,1.21
Badiraguato,25.3667,-107.5167,0,68,0,0,MX,1634949272,86.85,0.0,2.55
Kashgar,39.4547,75.9797,0,14,0,0,CN,1634949272,47.41,0.0,15.66
Telimele,10.9167,-13.3333,0,94,0,0,GN,1634949272,70.77,77.0,1.63
Mariehamn,60.0973,19.9348,0,87,0,0,AX,1634949273,39.06,75.0,10.36
Lavrentiya,65.5833,-171.0,0,82,0,0,RU,1634948729,24.73,100.0,13.35
Melito di Porto Salvo,37.9222,15.7714,0,82,0,0,IT,1634949273,73.33,75.0,5.75
Imeni Zhelyabova,58.9544,36.5956,0,88,0,0,RU,1634949273,38.8,97.0,13.78
Halifax,44.6453,-63.5724,0,94,0,0,CA,1634949237,63.41,100.0,4.0
Bilibino,68.0546,166.4372,0,97,0,0,RU,1634949274,-0.9,98.0,2.08
Jacareacanga,-6.2222,-57.7528,0,92,0,0,BR,1634949274,75.22,100.0,2.55
jabiru,0.0,0.0,0,0,0,0,,,,,
Wasilla,61.5814,-149.4394,0,76,0,0,US,1634949141,42.4,1.0,0.0
ust-kamchatsk,0.0,0.0,0,0,0,0,,,,,
chagda,0.0,0.0,0,0,0,0,,,,,
Sakaraha,-22.9,44.5333,0,67,0,0,MG,1634949275,64.33,100.0,4.29
Christchurch,-43.5333,172.6333,0,66,0,0,NZ,1634949275,60.33,40.0,4.0
Jalandhar,31.3256,75.5792,0,50,0,0,IN,1634949261,68.76,6.0,11.43
Chumikan,54.7183,135.315,0,68,0,0,RU,1634949275,40.89,81.0,22.55
Juanjuí,-7.1779,-76.7314,0,74,0,0,PE,1634949276,78.58,80.0,1.28
Igarka,67.4667,86.5833,0,88,0,0,RU,1634949276,33.91,100.0,18.99
Nuuk,64.1835,-51.7216,0,54,0,0,GL,1634948696,29.01,20.0,31.07
Emba,48.8264,58.1442,0,84,0,0,KZ,1634949276,47.08,15.0,14.88
Constitución,-35.3333,-72.4167,0,84,0,0,CL,1634948715,50.05,0.0,14.92
Puri,19.8,85.85,0,61,0,0,IN,1634949277,70.32,79.0,8.08
Volodarskiy,46.4013,48.5409,0,85,0,0,RU,1634949277,48.15,0.0,6.91
Sedro-Woolley,48.5039,-122.2361,0,94,0,0,US,1634949277,55.69,90.0,0.0
Omsukchan,62.5333,155.8,0,78,0,0,RU,1634948693,2.44,98.0,1.43
Rapid Valley,44.0625,-103.1463,0,64,0,0,US,1634949278,53.98,1.0,9.22
Horta,38.5333,-28.6333,0,85,0,0,PT,1634949278,68.49,21.0,9.13
Launceston,-41.45,147.1667,0,92,0,0,AU,1634949278,60.62,90.0,1.99
Sargatskoye,55.6101,73.4972,0,92,0,0,RU,1634949279,40.82,100.0,20.85
Ternate,0.8,127.4,0,71,0,0,ID,1634948698,83.1,90.0,0.22
Kismayo,-0.3582,42.5454,0,80,0,0,SO,1634949279,77.74,19.0,12.1
Vestmanna,62.1564,-7.1664,0,81,0,0,FO,1634949279,43.72,90.0,17.27
Diego de Almagro,-26.3667,-70.05,0,42,0,0,CL,1634949280,57.43,97.0,3.33
Vila Velha,-20.3297,-40.2925,0,88,0,0,BR,1634948474,69.75,40.0,3.44
Santa Maria,-29.6842,-53.8069,0,68,0,0,BR,1634948720,67.3,0.0,2.3
Garoua,9.3,13.4,0,83,0,0,CM,1634949280,75.85,14.0,2.17
Burnie,-41.0667,145.9167,0,65,0,0,AU,1634949105,60.94,91.0,3.8
Isla Vista,34.4133,-119.861,0,78,0,0,US,1634949280,71.96,90.0,18.41
Codrington,-38.2667,141.9667,0,81,0,0,AU,1634949281,55.99,35.0,14.38
Umluj,25.0213,37.2685,0,59,0,0,SA,1634949281,77.56,0.0,11.03
Izumo,35.3667,132.7667,0,51,0,0,JP,1634949281,60.69,40.0,18.41
Bairiki Village,1.3292,172.9752,0,58,0,0,KI,1634949282,87.8,20.0,14.97
Kununurra,-15.7667,128.7333,0,58,0,0,AU,1634949034,89.58,6.0,9.22
higuey,0.0,0.0,0,0,0,0,,,,,
Cockburn Town,21.4612,-71.1419,0,69,0,0,TC,1634949282,82.36,40.0,9.22
Azángaro,-14.9167,-70.2167,0,70,0,0,PE,1634949282,45.82,100.0,11.07
Raudeberg,61.9875,5.1352,0,73,0,0,NO,1634949283,43.86,92.0,3.0
Nhulunbuy,-12.2333,136.7667,0,62,0,0,AU,1634949283,88.41,40.0,9.22
Alta Floresta,-9.8756,-56.0861,0,90,0,0,BR,1634949283,73.74,100.0,2.77
Basse,52.5518,9.5069,0,81,0,0,DE,1634949283,45.19,0.0,10.36
Orzu,37.5593,68.8184,0,51,0,0,TJ,1634949284,39.6,0.0,3.85
Nahariya,33.0059,35.0941,0,66,0,0,IL,1634949265,72.99,0.0,1.99
Scarborough,54.2797,-0.4044,0,87,0,0,GB,1634949013,48.52,70.0,1.01
Khovu-Aksy,51.1333,93.6,0,58,0,0,RU,1634949284,30.67,100.0,1.81
Tateyama,34.9833,139.8667,0,57,0,0,JP,1634949285,66.09,5.0,20.04
Paysandu,-32.3214,-58.0756,0,71,0,0,UY,1634949285,62.38,44.0,11.56
Pundaguitan,6.3711,126.1689,0,75,0,0,PH,1634949285,82.29,100.0,11.68
Nome,64.5011,-165.4064,0,56,0,0,US,1634949285,39.27,90.0,20.71
Xining,36.6167,101.7667,0,80,0,0,CN,1634948736,39.16,85.0,2.51
Asău,46.4333,26.4,0,72,0,0,RO,1634949286,54.75,100.0,4.25
Bulembu,-25.9667,31.1333,0,53,0,0,SZ,1634949286,65.35,0.0,4.25
Flinders,-34.5833,150.8552,0,72,0,0,AU,1634949286,79.81,86.0,4.0
Anadyr,64.75,177.4833,0,85,0,0,RU,1634948738,12.7,90.0,13.0
Nāgod,24.5667,80.6,0,64,0,0,IN,1634949287,67.78,0.0,3.96
Uíge,-7.6087,15.0613,0,97,0,0,AO,1634949287,67.77,100.0,2.84
formoso do araguaia,0.0,0.0,0,0,0,0,,,,,
Saint Anthony,45.0205,-93.218,0,67,0,0,US,1634949288,45.55,90.0,1.01
Yangjiang,21.85,111.9667,0,77,0,0,CN,1634949288,63.34,100.0,8.5
Anito,12.4497,125.2886,0,88,0,0,PH,1634949288,78.93,100.0,7.09
Imbituba,-28.24,-48.6703,0,92,0,0,BR,1634949289,69.82,3.0,11.03
Vila,42.0304,-8.1588,0,91,0,0,PT,1634949289,49.33,0.0,3.76
karaul,0.0,0.0,0,0,0,0,,,,,
Sitka,57.0531,-135.33,0,62,0,0,US,1634948725,49.89,90.0,13.8
Tijāra,27.9333,76.85,0,57,0,0,IN,1634949289,70.84,0.0,5.19
Dunedin,-45.8742,170.5036,0,61,0,0,NZ,1634949290,60.8,81.0,11.99
rawannawi,0.0,0.0,0,0,0,0,,,,,
samalaeulu,0.0,0.0,0,0,0,0,,,,,
Merauke,-8.4667,140.3333,0,63,0,0,ID,1634948690,84.94,78.0,8.88
Kayerkan,69.3497,87.7602,0,96,0,0,RU,1634949290,23.83,100.0,7.45
shaartuz,0.0,0.0,0,0,0,0,,,,,
Sisimiut,66.9395,-53.6735,0,73,0,0,GL,1634948744,21.49,4.0,8.41
São Filipe,14.8961,-24.4956,0,65,0,0,CV,1634949290,80.71,0.0,4.99
Eilat,29.5581,34.9482,0,68,0,0,IL,1634949291,71.44,0.0,13.8
Coruripe,-10.1256,-36.1756,0,86,0,0,BR,1634949291,77.76,1.0,12.03
Wahiawā,21.5028,-158.0236,0,67,0,0,US,1634949291,84.52,75.0,13.8
Cairns,-16.9167,145.7667,0,66,0,0,AU,1634949292,90.07,91.0,9.22
Guane,22.2025,-84.0875,0,85,0,0,CU,1634949292,75.83,100.0,4.9
Olavarría,-36.8927,-60.3225,0,92,0,0,AR,1634949292,57.02,100.0,7.25
Natal,-5.795,-35.2094,0,83,0,0,BR,1634949270,81.25,40.0,9.22
yanchukan,0.0,0.0,0,0,0,0,,,,,
Rocha,-34.4833,-54.3333,0,84,0,0,UY,1634949293,58.26,100.0,4.47
Bowen,-20.0167,148.2333,0,67,0,0,AU,1634949293,86.22,100.0,9.53
Krivosheino,57.3431,83.9261,0,65,0,0,RU,1634949293,35.91,100.0,16.49
Talnakh,69.4865,88.3972,0,97,0,0,RU,1634949294,25.3,100.0,7.83
Lompoc,34.6391,-120.4579,0,85,0,0,US,1634949294,71.74,90.0,10.36
Camacupa,-12.0167,17.4833,0,92,0,0,AO,1634949294,63.27,99.0,4.16
Ovalle,-30.5983,-71.2003,0,66,0,0,CL,1634949294,58.33,0.0,1.45
zabinka,0.0,0.0,0,0,0,0,,,,,
Vostok,46.4856,135.8833,0,59,0,0,RU,1634949295,37.9,29.0,5.44
Hasaki,35.7333,140.8333,0,57,0,0,JP,1634949295,61.29,1.0,15.66
Jalingo,8.8833,11.3667,0,91,0,0,NG,1634949295,75.0,100.0,3.71
Nyūzen,36.9333,137.5,0,61,0,0,JP,1634949296,58.05,32.0,7.45
Russell,32.3502,-85.1999,0,85,0,0,US,1634949296,65.43,1.0,0.0
Iberia,29.9502,-91.7507,0,83,0,0,US,1634949296,79.05,20.0,3.44
Santa Catalina,9.3337,122.8637,0,78,0,0,PH,1634949297,82.02,84.0,2.55
Traverse City,44.7631,-85.6206,0,85,0,0,US,1634949185,46.47,75.0,3.44
Linhares,-19.3911,-40.0722,0,85,0,0,BR,1634949297,69.69,100.0,3.27
Ordubad,38.9059,46.0234,0,44,0,0,AZ,1634949297,35.69,2.0,0.49
Cabedelo,-6.9811,-34.8339,0,78,0,0,BR,1634949298,79.47,14.0,11.27
Ballina,-28.8667,153.5667,0,74,0,0,AU,1634949173,82.58,75.0,10.36
kracheh,0.0,0.0,0,0,0,0,,,,,
Svirstroy,60.7999,33.7248,0,96,0,0,RU,1634949298,38.82,100.0,13.15
Aykhal,66.0,111.5,0,98,0,0,RU,1634948698,15.33,99.0,2.62
Nanortalik,60.1432,-45.2371,0,97,0,0,GL,1634949298,39.0,100.0,9.89
Itoman,26.1247,127.6694,0,54,0,0,JP,1634949299,75.22,75.0,11.5
Paita,-5.0892,-81.1144,0,85,0,0,PE,1634949299,66.52,100.0,13.58
Luba,3.4568,8.5547,0,83,0,0,GQ,1634949299,78.13,100.0,1.3
Hovin,63.1055,10.225,0,90,0,0,NO,1634949300,39.83,100.0,11.7
Olafsvik,64.8945,-23.7142,0,95,0,0,IS,1634948705,44.02,100.0,14.41
Great Falls,47.5002,-111.3008,0,36,0,0,US,1634949300,63.93,1.0,9.22
Grand-Santi,4.25,-54.3833,0,93,0,0,GF,1634948466,75.0,98.0,2.91
Egvekinot,66.3167,-179.1667,0,84,0,0,RU,1634949300,12.63,100.0,5.46
Astoria,46.1879,-123.8313,0,81,0,0,US,1634948701,56.93,75.0,1.01
Keti Bandar,24.1447,67.4497,0,73,0,0,PK,1634949301,79.72,0.0,21.43
Vieste,41.8825,16.175,0,78,0,0,IT,1634949301,61.3,25.0,5.53
Dali,25.7,100.1833,0,93,0,0,CN,1634949302,54.37,87.0,2.57
Maceió,-9.6658,-35.7353,0,94,0,0,BR,1634949303,80.04,20.0,10.36
Mumford,5.2618,-0.759,0,88,0,0,GH,1634949303,77.34,82.0,8.01
Shelburne,44.0787,-80.2041,0,87,0,0,CA,1634949304,41.76,100.0,2.86
Zhigansk,66.7697,123.3711,0,95,0,0,RU,1634949179,19.09,100.0,5.3
Sambava,-14.2667,50.1667,0,93,0,0,MG,1634949304,72.23,15.0,4.09
Port Lincoln,-34.7333,135.8667,0,53,0,0,AU,1634949305,59.72,6.0,16.42
Villamontes,-21.25,-63.5,0,41,0,0,BO,1634949305,84.67,89.0,3.53
Proletarsk,46.7031,41.7192,0,84,0,0,RU,1634949305,53.33,5.0,7.65
Molepolole,-24.4066,25.4951,0,16,0,0,BW,1634949306,65.52,0.0,3.76
Cayenne,4.9333,-52.3333,0,88,0,0,GF,1634949306,78.1,75.0,2.3
Arauco,-37.2463,-73.3175,0,73,0,0,CL,1634949306,53.62,1.0,13.15
Plavsk,53.7094,37.2919,0,68,0,0,RU,1634949306,43.05,99.0,15.41
Atambua,-9.1061,124.8925,0,57,0,0,ID,1634949307,86.58,39.0,3.18
Byron Bay,-28.65,153.6167,0,63,0,0,AU,1634949307,84.06,0.0,11.48
tabialan,0.0,0.0,0,0,0,0,,,,,
Tezu,27.9167,96.1667,0,80,0,0,IN,1634948748,66.9,7.0,3.27
Neryungri,56.6709,124.6491,0,69,0,0,RU,1634949307,33.03,25.0,1.68
Bloomingdale,27.8936,-82.2404,0,78,0,0,US,1634949308,80.51,1.0,1.99
Surgut,61.25,73.4167,0,93,0,0,RU,1634949308,33.98,90.0,8.95
halalo,0.0,0.0,0,0,0,0,,,,,
Ouésso,1.6136,16.0517,0,99,0,0,CG,1634949308,69.57,78.0,0.47
Grindavik,63.8424,-22.4338,0,100,0,0,IS,1634949309,48.15,90.0,13.8
Te Anau,-45.4167,167.7167,0,50,0,0,NZ,1634949309,63.28,99.0,2.35
Shellbrook,53.2168,-106.4011,0,42,0,0,CA,1634949309,34.83,7.0,12.44
Comodoro Rivadavia,-45.8667,-67.5,0,26,0,0,AR,1634949175,58.86,100.0,36.82
Sanarate,14.795,-90.1922,0,95,0,0,GT,1634949310,73.8,28.0,2.57
Lonavla,18.75,73.4167,0,74,0,0,IN,1634949310,73.44,95.0,3.96
Abapó,-18.8333,-63.4667,0,44,0,0,BO,1634949310,78.1,1.0,4.38
Xicoténcatl,23.0167,-98.8833,0,79,0,0,MX,1634949311,83.21,81.0,4.52
Margate,51.3813,1.3862,0,82,0,0,GB,1634949311,51.31,11.0,1.99
San Policarpo,12.1791,125.5072,0,82,0,0,PH,1634949311,79.16,100.0,7.4
karkaralinsk,0.0,0.0,0,0,0,0,,,,,
Lingao,19.9103,109.6859,0,87,0,0,CN,1634949311,68.13,100.0,13.58
Kysyl-Syr,63.8986,122.7617,0,90,0,0,RU,1634949312,32.88,98.0,10.4
Tambopata,-12.7333,-69.1833,0,57,0,0,PE,1634949312,83.16,4.0,2.95
Nelson Bay,-32.7167,152.15,0,64,0,0,AU,1634949099,81.95,0.0,1.99
Puerto Colombia,10.9878,-74.9547,0,77,0,0,CO,1634949312,80.69,7.0,7.23
Alice,27.7523,-98.0697,0,89,0,0,US,1634949313,80.17,75.0,8.05
El Tigre,8.8875,-64.2454,0,87,0,0,VE,1634949313,73.83,100.0,13.38
Avera,33.194,-82.5271,0,55,0,0,US,1634949313,66.7,92.0,7.14
Kattivākkam,13.2167,80.3167,0,78,0,0,IN,1634949314,80.69,90.0,5.1
Bathsheba,13.2167,-59.5167,0,74,0,0,BB,1634949314,83.01,40.0,23.02
Diffa,13.3154,12.6113,0,47,0,0,NE,1634949086,83.89,84.0,1.28
Vaitape,-16.5167,-151.75,0,83,0,0,PF,1634949314,78.39,59.0,21.94
Gachsaran,30.3586,50.7981,0,44,0,0,IR,1634949315,57.29,0.0,0.0
Tighina,46.8306,29.4711,0,50,0,0,MD,1634949315,58.28,100.0,3.15
De Aar,-30.6497,24.0123,0,50,0,0,ZA,1634949315,54.0,51.0,10.92
Springdale,36.1867,-94.1288,0,56,0,0,US,1634949316,66.31,40.0,5.75
Coyhaique,-45.5752,-72.0662,0,65,0,0,CL,1634949061,44.55,75.0,4.61
The Pas,53.8251,-101.2541,0,80,0,0,CA,1634949316,35.62,90.0,3.44
Makungu,-8.7333,35.2833,0,86,0,0,TZ,1634949316,59.2,96.0,1.97
Manatí,18.4275,-66.4921,0,83,0,0,PR,1634949317,81.99,8.0,9.93
Royan,45.6285,-1.0281,0,61,0,0,FR,1634949317,44.78,0.0,9.15
Warah,27.4481,67.7978,0,18,0,0,PK,1634949317,72.68,0.0,6.33
Dillon,34.4166,-79.3712,0,42,0,0,US,1634949312,73.89,41.0,6.78
Conde,-7.2597,-34.9075,0,83,0,0,BR,1634948719,78.26,40.0,6.91
Juneau,58.3019,-134.4197,0,91,0,0,US,1634949182,48.25,90.0,1.99
Chapais,49.7834,-74.8492,0,80,0,0,CA,1634949163,29.98,100.0,3.38
samusu,0.0,0.0,0,0,0,0,,,,,
Poniatowa,51.1798,22.1309,0,73,0,0,PL,1634949318,46.31,94.0,18.92
